District Name;Constituency Name;;Ward Name;Centre Code;Centre Name;Polling Station;Number Of Registred Voters;Null And Void;Total Number Voted;"LAZARUS
CHAKWERA (MCP)";"PETER  DOMINICO SINOSI DRIVER
KUWANI (MMD)";"ARTHUR PETER
MUTHARIKA (DPP)"
;;;;;;PS3;2,247;10;395;106;10;269
;;;;21007;Namalondwe Sch;PS1;1,011;16;288;30;1;241
;;;;;;PS2;1,011;8;290;33;4;245
;;;;21008;Namitsitsi Sch;PS1;1,206;6;377;84;5;282
;;;;;;PS2;1,206;3;379;81;4;291
;;;;21009;Namwili Sch;PS1;1,182;1;271;52;10;208
;;;;;;PS2;1,182;4;281;76;4;197
;;;;21010;Mlambe II Sch;PS1;904;2;455;107;7;339
;;;;21011;Sozowa School;PS1;861;3;438;133;10;292
;;;;21012;Chinambiya School;PS1;866;6;493;97;9;381
;;;;21180;Mdulamichira School;PS1;956;10;656;83;7;556
;;;Linjidzi;21013;Chibvumbe Sch;PS1;1,314;3;391;64;1;323
;;;;;;PS2;1,314;1;418;57;7;353
;;;;21014;Chigodi primary Sch;PS1;1,188;6;302;57;4;235
;;;;;;PS2;1,188;8;314;57;2;247
;;;;21015;Katete I F.P. Sch;PS1;1,746;9;498;70;2;417
;;;;;;PS2;1,746;9;498;75;4;410
;;;;21016;Lirangwe Sch;PS1;3,039;8;456;153;2;293
;;;;;;PS2;3,039;4;469;171;7;287
;;;;;;PS3;3,039;4;447;165;6;272
;;;;;;PS4;3,039;6;450;144;3;297
;;;;21017;Linjidzi Sch;PS1;1,831;18;583;87;5;473
;;;;;;PS2;1,831;3;584;62;5;514
;;;;21018;Milare School;PS1;1,001;7;323;40;6;270
;;;;;;PS2;1,001;13;317;36;3;265
;;;;21019;Ndalapa Sch;PS1;1,024;0;319;37;0;282
;;;;;;PS2;1,024;3;337;33;7;294
;;;;21020;Malaka;PS1;1,150;1;339;67;2;269
;;;;;;PS2;1,150;8;341;63;4;266
;;;;21181;Kanyeteza School;PS1;1,217;8;333;37;3;285
;;;;;;PS2;1,217;5;324;32;3;284
;Blantyre North East;;Matindi;21021;Chisenjere Sch;PS1;1,776;13;515;141;6;355
;;;;;;PS2;1,776;8;519;162;5;344
;;;;21022;Katete II Primary Sch;PS1;1,076;1;276;47;4;224
;;;;;;PS2;1,076;4;314;36;6;268
;;;;21023;Liwiro Primary Sch;PS1;1,029;11;321;49;0;261
;;;;;;PS2;1,029;3;326;54;1;268
;;;;21024;Makalanga Primary Sch;PS1;716;6;281;72;1;202
;;;;21025;Matindi School;PS1;1,398;2;383;114;5;262
;;;;;;PS2;1,398;12;394;136;1;245
;;;;21026;Mlambe I Sch;PS1;494;4;261;44;2;211
;;;;21027;Mulomba Sch;PS1;642;3;374;96;10;265
;;;;21028;Mbila School;PS1;887;2;514;84;2;426
;;;;21029;Namisu School;PS1;906;12;579;127;3;437
;;;;21030;Namphungu/Chilala Sch;PS1;1,709;4;501;111;4;382
;;;;;;PS2;1,709;6;471;116;5;344
;;;;21031;Nangulukutiche School;PS1;774;8;302;84;11;199
;;;;21032;Nthawira School;PS1;977;5;564;72;3;484
;;;;21033;Chikavumba J. P. School;PS1;810;1;444;117;12;314
;;;;21179;Ng'onga School;PS1;1,271;5;336;105;4;222
;;;;;;PS2;1,271;2;309;94;3;210
;;;Lunzu;21034;Likuru Primary sch;PS1;1,714;7;563;99;6;451
;;;;;;PS2;1,714;10;556;104;3;439
;;;;21035;Lunzu primary Sch;PS1;7,189;6;575;217;1;351
;;;;;;PS2;7,189;6;570;235;1;328
;;;;;;PS3;7,189;8;579;208;5;358
;;;;;;PS4;7,189;3;579;271;1;304
;;;;;;PS5;7,189;4;577;232;0;341
;;;;;;PS6;7,189;1;594;254;1;338
;;;;;;PS7;7,189;7;584;241;2;334
;;;;;;PS8;7,189;3;549;211;4;331
;;;;21036;Nansengwe School;PS1;1,661;4;510;224;0;282
;;;;;;PS2;1,661;4;516;248;3;261
;;;;21037;Ngumbe School;PS1;3,528;3;556;290;4;259
;;;;;;PS2;3,528;4;541;263;2;272
;;;;;;PS3;3,528;3;575;325;3;244
;;;;;;PS4;3,528;6;543;269;8;260
;;;;21038;Ntenjera School;PS1;1,618;6;553;114;5;428
;;;;;;PS2;1,618;6;540;128;3;403
;;;;21039;Nasonjo School;PS1;746;9;387;54;4;320
;;;;21040;Tondoko School;PS1;812;2;539;114;1;422
;;;;21041;Lipunga School;PS1;912;17;525;170;3;335
;;;;21182;Maoni;PS1;811;4;494;155;4;331
;Blantyre Rural East;;Chilaweni;21042;Chilaweni School;PS1;2,060;12;435;129;11;283
;;;;;;PS2;2,060;15;443;134;8;286
;;;;;;PS3;2,060;5;415;155;8;247
;;;;21043;Mapazi School;PS1;2,731;11;632;143;7;471
;;;;;;PS2;2,731;9;657;162;12;474
;;;;;;PS3;2,731;2;652;163;6;481
;;;;21044;Mpumbe School;PS1;370;10;272;35;2;225
;;;;21045;Chaweta School;PS1;2,441;14;590;72;7;497
;;;;;;PS2;2,441;10;570;95;0;465
;;;;;;PS3;2,441;13;584;77;5;489
;;;;21046;Army Sec. school;PS1;2,135;1;439;236;6;196
;;;;;;PS2;2,135;3;438;237;2;196
;;;;;;PS3;2,135;4;448;233;8;203
;;;Mudi;21047;Mlombozi School;PS1;977;5;732;77;5;645
;;;;21048;Mudi School;PS1;1,875;3;616;137;7;469
;;;;;;PS2;1,875;7;581;130;8;436
;;;;21049;Namwanje Primary Sch;PS1;1,345;4;501;65;8;424
;;;;;;PS2;1,345;9;487;58;5;415
;;;;21050;Ngongomwa School;PS1;1,282;2;488;69;6;411
;;;;;;PS2;1,282;13;492;75;5;399
;;;;21051;Makomano School;PS1;1,117;1;378;39;2;336
;;;;;;PS2;1,117;0;406;37;5;364
;;;;21183;Malimba School;PS1;1,121;3;415;46;6;360
;;;;;;PS2;1,121;6;399;55;11;327
;Blantyre South West;;Mpemba;21052;Chilingani I School;PS1;921;9;347;60;0;278
;;;;21053;Mpemba School;PS1;3,394;3;487;111;5;368
;;;;;;PS2;3,394;4;477;126;5;342
;;;;;;PS3;3,394;9;472;129;10;324
;;;;;;PS4;3,394;10;501;126;7;358
;;;;21054;Madziabango School;PS1;956;5;484;91;2;386
;;;;21055;Namende School;PS1;1,111;11;257;23;3;220
;;;;;;PS2;1,111;6;272;32;3;231
;;;;21056;Nankhufi School;PS1;650;13;255;38;3;201
;;;;21057;Namkumba School;PS1;3,280;5;462;165;3;289
;;;;;;PS2;3,280;9;456;131;2;314
;;;;;;PS3;3,280;11;507;175;1;320
;;;;;;PS4;3,280;8;452;163;1;280
;;;;21058;Nchokera School;PS1;1,203;3;281;53;0;225
;;;;;;PS2;1,203;6;284;45;4;229
;;;;21059;Nasundu School;PS1;443;7;111;31;3;70
;;;;21069;Chisawani Primary School;PS1;2,936;5;521;181;2;333
;;;;;;PS2;2,936;7;565;213;6;339
;;;;;;PS3;2,936;7;568;247;0;314
;;;Soche;21060;Chimwembe School;PS1;1,468;11;408;77;2;318
;;;;;;PS2;1,468;11;409;77;3;318
;;;;21061;Khola School;PS1;1,367;14;357;77;5;261
;;;;;;PS2;1,367;8;343;95;6;234
;;;;21062;Chipwepwete School;PS1;1,196;11;359;34;2;312
;;;;;;PS2;1,196;5;352;46;6;295
;;;;21063;Mbame School;PS1;2,005;5;341;89;5;242
;;;;;;PS2;2,005;14;360;114;2;230
;;;;;;PS3;2,005;0;342;113;2;227
;;;;21064;Mpachika School;PS1;1,228;10;376;50;2;314
;;;;;;PS2;1,228;10;348;73;3;262
;;;;21065;Mpapa School;PS1;2,942;0;669;186;11;472
;;;;;;PS2;2,942;10;558;140;2;406
;;;;;;PS3;2,942;11;649;181;2;455
;;;;21066;Ntonda Court;PS1;2,321;3;429;168;2;256
;;;;;;PS2;2,321;10;464;207;4;243
;;;;;;PS3;2,321;5;437;192;5;235
;;;;21067;Kachere II School;PS1;502;5;242;23;2;212
;;;;21068;Madziabango CDSS;PS1;711;1;348;93;3;251
;;;;21070;Masuku F.P. School;PS1;782;12;378;36;4;326
;Blantyre City Centre;;Namalimwe;21071;Namalimwe School;PS1;3,478;1;691;486;2;202
;;;;;;PS2;3,478;0;679;473;4;202
;;;;;;PS3;3,478;1;675;477;0;197
;;;;;;PS4;3,478;3;658;424;3;228
;;;;21072;Blantyre Sec. School;PS1;2,415;1;605;417;2;185
;;;;;;PS2;2,415;1;633;424;4;204
;;;;;;PS3;2,415;2;676;483;2;189
;;;Ndirande Matope;21073;Ndirande Kachere Primary Sch;PS1;3,450;1;622;317;3;301
;;;;;;PS2;3,450;3;632;342;5;282
;;;;;;PS3;3,450;2;652;354;3;293
;;;;;;PS4;3,450;1;614;312;4;297
;;;;21074;Ndirande Community Hall;PS1;8,635;0;648;362;1;285
;;;;;;PS2;8,635;2;685;400;2;281
;;;;;;PS3;8,635;6;649;350;3;290
;;;;;;PS4;8,635;3;701;415;2;281
;;;;;;PS5;8,635;3;677;376;3;295
;;;;;;PS6;8,635;5;698;405;3;285
;;;;;;PS7;8,635;6;675;401;5;263
;;;;;;PS8;8,635;1;689;405;4;279
;;;;;;PS9;8,635;6;688;367;4;311
;;;;21075;Ndirande Matope School;PS1;3,549;5;603;257;3;338
;;;;;;PS2;3,549;8;615;269;2;336
;;;;;;PS3;3,549;6;612;262;3;341
;;;;;;PS4;3,549;7;587;247;5;328
;Blantyre Malabada;;Ndirande Gamulani;21076;Chitsime School;PS1;7,298;5;631;334;3;289
;;;;;;PS2;7,298;4;599;318;3;274
;;;;;;PS3;7,298;9;589;317;5;258
;;;;;;PS4;7,298;7;619;346;2;264
;;;;;;PS5;7,298;4;621;297;7;313
;;;;;;PS6;7,298;3;616;335;0;278
;;;;;;PS7;7,298;1;610;359;1;249
;;;;;;PS8;7,298;3;595;319;0;273
;;;Ndirande Makata;21077;Makata School;PS1;8,286;8;668;406;3;251
;;;;;;PS2;8,286;0;637;381;3;253
;;;;;;PS3;8,286;4;622;367;3;248
;;;;;;PS4;8,286;4;642;416;3;219
;;;;;;PS5;8,286;4;642;337;2;299
;;;;;;PS6;8,286;8;633;345;4;276
;;;;;;PS7;8,286;0;674;381;2;291
;;;;;;PS8;8,286;4;657;389;4;260
;;;;;;PS9;8,286;4;636;357;8;267
;;;;21078;Ndirande Hill Primary School;PS1;2,518;8;553;298;6;241
;;;;;;PS2;2,518;2;562;291;4;265
;;;;;;PS3;2,518;2;555;265;4;284
;;;Nyambadwe;21079;Blantyre Girls School;PS1;1,875;2;696;465;1;228
;;;;;;PS2;1,875;5;714;486;2;221
;;;;21080;Nyambadwe School;PS1;6,116;6;629;370;2;251
;;;;;;PS2;6,116;4;621;365;2;250
;;;;;;PS3;6,116;2;585;336;4;243
;;;;;;PS4;6,116;2;609;345;3;259
;;;;;;PS5;6,116;2;608;378;1;227
;;;;;;PS6;6,116;6;625;391;4;224
;;;;;;PS7;6,116;1;612;361;3;247
;;;;21081;H.H.I. Primary school;PS1;2,467;2;609;409;3;195
;;;;;;PS2;2,467;1;627;419;1;206
;;;;;;PS3;2,467;3;693;463;2;225
;Blantyre City South;;Naotcha;21092;Naotcha School;PS1;5,095;1;569;335;4;229
;;;;;;PS2;5,095;9;595;323;1;262
;;;;;;PS3;5,095;3;570;332;2;233
;;;;;;PS4;5,095;3;608;364;4;237
;;;;;;PS5;5,095;2;608;376;2;228
;;;;;;PS6;5,095;5;567;316;4;242
;;;;21093;Ntonda School;PS1;1,166;5;327;99;1;222
;;;;;;PS2;1,166;2;315;86;4;223
;;;;21191;Ntonda Clinic;PS1;1,452;5;469;162;5;297
;;;;;;PS2;1,452;13;477;185;5;274
;;;;21192;Thandizo Secondary School;PS1;1,765;13;563;324;3;223
;;;;;;PS2;1,765;10;573;328;3;232
;;;Soche East;21082;Chitawira School;PS1;6,314;2;542;425;1;114
;;;;;;PS2;6,314;1;511;381;1;128
;;;;;;PS3;6,314;3;563;430;2;128
;;;;;;PS4;6,314;0;552;400;2;150
;;;;;;PS5;6,314;1;588;453;2;132
;;;;;;PS6;6,314;0;631;485;2;144
;;;;;;PS7;6,314;0;521;378;2;141
;;;;;;PS8;6,314;8;437;289;6;134
;;;;;;PS9;6,314;0;0;0;0;0
;;;;21083;Blantyre Youth Centre;PS1;4,864;1;673;526;1;145
;;;;;;PS2;4,864;1;645;475;1;168
;;;;;;PS3;4,864;5;657;479;2;171
;;;;;;PS4;4,864;4;665;522;1;138
;;;;;;PS5;4,864;7;728;554;3;164
;;;;21084;St. Pius school;PS1;4,063;5;618;472;2;139
;;;;;;PS2;4,063;2;606;451;3;150
;;;;;;PS3;4,063;2;650;468;5;175
;;;;;;PS4;4,063;5;654;505;2;142
;;;;;;PS5;4,063;2;632;474;3;153
;;;Soche West;21085;Chimwankhunda primary sch;PS1;3,700;4;675;399;3;269
;;;;;;PS2;3,700;6;665;409;3;247
;;;;;;PS3;3,700;3;685;407;1;274
;;;;;;PS4;3,700;2;677;427;2;246
;;;;21086;Zingwangwa Primary school;PS1;4,402;3;652;410;3;236
;;;;;;PS2;4,402;3;617;400;1;213
;;;;;;PS3;4,402;6;637;396;0;235
;;;;;;PS4;4,402;3;672;449;1;219
;;;;;;PS5;4,402;1;617;375;5;236
;;;;21087;Manja F.P. School;PS1;4,947;2;713;459;1;251
;;;;;;PS2;4,947;5;663;388;2;268
;;;;;;PS3;4,947;2;668;425;0;241
;;;;;;PS4;4,947;1;715;489;0;225
;;;;;;PS5;4,947;3;664;380;4;277
;;;Green Corner;21088;Chilobwe Catholic Ground;PS1;3,098;1;563;369;3;190
;;;;;;PS2;3,098;0;568;376;5;187
;;;;;;PS3;3,098;1;568;342;4;221
;;;;;;PS4;3,098;2;588;407;3;176
;;;;21089;Samaritan Trust centre;PS1;1,174;2;431;263;4;162
;;;;;;PS2;1,174;4;417;249;2;162
;;;;21090;Namasimba Primary Shool;PS1;4,265;12;590;290;2;286
;;;;;;PS2;4,265;3;571;282;3;283
;;;;;;PS3;4,265;2;565;290;2;271
;;;;;;PS4;4,265;8;578;290;0;280
;;;;;;PS5;4,265;6;576;276;2;292
;;;Blantyre South;21091;Catholic Institute Primary Sch;PS1;9,907;3;676;380;5;288
;;;;;;PS2;9,907;10;728;450;5;263
;;;;;;PS3;9,907;7;655;346;5;297
;;;;;;PS4;9,907;4;679;436;1;238
;;;;;;PS5;9,907;6;694;412;3;273
;;;;;;PS6;9,907;2;693;382;1;308
;;;;;;PS7;9,907;5;722;451;0;266
;;;;;;PS8;9,907;5;729;439;5;280
;;;;;;PS9;9,907;4;680;418;2;256
;;;;;;PS10;9,907;6;716;388;2;320
;Blantyre City East;;Mapanga;21094;Makalanga Primary School;PS1;1,726;2;573;199;4;368
;;;;;;PS2;1,726;3;532;209;2;318
;;;;21095;Nanjiriri School;PS1;5,731;1;644;342;4;297
;;;;;;PS2;5,731;3;657;369;1;284
;;;;;;PS3;5,731;2;676;387;3;284
;;;;;;PS4;5,731;4;651;324;2;321
;;;;;;PS5;5,731;2;701;375;1;323
;;;;;;PS6;5,731;2;643;310;5;326
;;;;21096;Sedi ADMARC Hall;PS1;1,227;4;425;107;5;309
;;;;;;PS2;1,227;6;406;109;0;291
;;;;21097;Kachere Market;PS1;5,795;7;613;249;1;356
;;;;;;PS2;5,795;3;536;201;2;330
;;;;;;PS3;5,795;7;616;235;2;372
;;;;;;PS4;5,795;1;590;228;2;359
;;;;;;PS5;5,795;0;579;220;4;355
;;;;;;PS6;5,795;3;591;211;4;373
;;;;21098;Mthawira Primary School;PS1;1,819;5;613;335;4;269
;;;;;;PS2;1,819;2;587;281;5;299
;;;Nkolokoti;21099;Nkolokoti School;PS1;11,974;2;601;311;7;281
;;;;;;PS2;11,974;2;651;392;4;253
;;;;;;PS3;11,974;4;584;256;3;321
;;;;;;PS4;11,974;9;577;280;3;285
;;;;;;PS5;11,974;4;668;386;3;275
;;;;;;PS6;11,974;5;641;332;3;301
;;;;;;PS7;11,974;2;621;315;1;303
;;;;;;PS8;11,974;4;590;305;4;277
;;;;;;PS9;11,974;6;639;367;2;264
;;;;;;PS10;11,974;3;613;303;5;302
;;;;;;PS11;11,974;6;608;305;4;293
;;;;;;PS12;11,974;5;633;295;4;329
;;;;21100;St. Kizito Primary School;PS1;2,681;5;557;284;1;267
;;;;;;PS2;2,681;6;593;284;2;301
;;;;;;PS3;2,681;5;560;277;1;277
;;;;21101;Makhetha Primary School;PS1;8,958;10;600;262;3;325
;;;;;;PS2;8,958;2;628;311;1;314
;;;;;;PS3;8,958;10;598;285;1;302
;;;;;;PS4;8,958;3;629;300;3;323
;;;;;;PS5;8,958;5;637;284;4;344
;;;;;;PS6;8,958;3;617;313;0;301
;;;;;;PS7;8,958;5;637;314;7;311
;;;;;;PS8;8,958;17;635;292;4;322
;;;;;;PS9;8,958;3;594;259;2;330
;;;Limbe Central;21102;Chichiri School;PS1;2,171;2;472;314;1;155
;;;;;;PS2;2,171;0;532;392;0;140
;;;;;;PS3;2,171;8;509;347;4;150
;;;;21103;Kanjedza School;PS1;5,772;3;638;415;1;219
;;;;;;PS2;5,772;3;669;411;3;252
;;;;;;PS3;5,772;5;639;419;2;213
;;;;;;PS4;5,772;3;631;394;1;233
;;;;;;PS5;5,772;1;658;433;4;220
;;;;;;PS6;5,772;4;651;417;1;229
;;;;21104;Limbe Primary School;PS1;3,552;2;618;384;1;231
;;;;;;PS2;3,552;4;605;406;3;192
;;;;;;PS3;3,552;9;632;387;0;236
;;;;;;PS4;3,552;2;653;402;0;249
;Blantyre Bangwe;;Bangwe Nthandizi;21105;Namatapa school;PS1;5,125;5;604;259;0;340
;;;;;;PS2;5,125;8;575;205;4;358
;;;;;;PS3;5,125;6;607;285;1;315
;;;;;;PS4;5,125;7;595;269;1;318
;;;;;;PS5;5,125;4;593;263;0;326
;;;;;;PS6;5,125;5;559;200;3;351
;;;;21194;Bangwe Clinic;PS1;3,522;4;571;246;3;318
;;;;;;PS2;3,522;3;589;265;0;321
;;;;;;PS3;3,522;4;609;309;4;292
;;;;;;PS4;3,522;4;589;268;0;317
;;;Mzedi;21106;Mpingwe School;PS1;7,011;9;586;161;1;415
;;;;;;PS2;7,011;3;568;151;5;409
;;;;;;PS3;7,011;7;539;150;4;378
;;;;;;PS4;7,011;4;562;148;3;407
;;;;;;PS5;7,011;7;530;131;2;390
;;;;;;PS6;7,011;11;559;162;1;385
;;;;;;PS7;7,011;5;563;152;3;403
;;;;;;PS8;7,011;0;544;141;5;398
;;;Bangwe;21107;Bangwe Catholic Primary Sch;PS1;8,085;7;529;230;0;292
;;;;;;PS2;8,085;9;588;251;1;327
;;;;;;PS3;8,085;1;540;201;0;338
;;;;;;PS4;8,085;4;595;291;6;294
;;;;;;PS5;8,085;6;573;211;1;355
;;;;;;PS6;8,085;2;559;225;1;331
;;;;;;PS7;8,085;3;575;225;4;343
;;;;;;PS8;8,085;4;572;225;6;337
;;;;;;PS9;8,085;1;584;246;1;336
;;;;21108;Nazarene (Pvt) School;PS1;6,195;3;591;252;2;334
;;;;;;PS2;6,195;6;569;218;4;341
;;;;;;PS3;6,195;6;595;263;0;326
;;;;;;PS4;6,195;3;592;208;3;378
;;;;;;PS5;6,195;2;585;202;1;380
;;;;;;PS6;6,195;7;594;214;3;370
;;;;;;PS7;6,195;6;601;237;5;353
;Blantyre City South East;;Mzamba Nantipwiri;21120;Mwai School;PS1;1,371;2;475;86;2;385
;;;;;;PS2;1,371;2;477;76;1;398
;;;;21121;Seyama school;PS1;1,531;4;530;71;2;453
;;;;;;PS2;1,531;0;528;59;0;469
;;;Makungwa;21122;Mang'omba School;PS1;1,582;2;512;64;2;444
;;;;;;PS2;1,582;7;541;59;4;471
;;;;21123;Chinguluwe Bible College;PS1;757;4;539;137;4;394
;;;Namiyango;21109;Bangwe CCAP Primary Sch;PS1;3,172;1;521;200;3;317
;;;;;;PS2;3,172;4;520;205;3;308
;;;;;;PS3;3,172;3;538;191;2;342
;;;;;;PS4;3,172;4;512;187;0;321
;;;;21110;Naizi Primary School;PS1;9,023;0;611;250;6;355
;;;;;;PS2;9,023;6;593;253;3;331
;;;;;;PS3;9,023;10;555;206;2;337
;;;;;;PS4;9,023;4;589;223;4;358
;;;;;;PS5;9,023;3;604;233;1;367
;;;;;;PS6;9,023;6;580;193;4;377
;;;;;;PS7;9,023;1;579;245;3;330
;;;;;;PS8;9,023;4;626;278;0;344
;;;;;;PS9;9,023;2;581;216;2;361
;;;;;;PS10;9,023;6;567;180;1;380
;;;Chigumula;21111;Chimaliro Primary School;PS1;3,411;5;516;154;1;356
;;;;;;PS2;3,411;5;541;188;5;343
;;;;;;PS3;3,411;1;556;171;2;382
;;;;;;PS4;3,411;7;529;178;3;341
;;;;21112;Mzamba Primary School;PS1;1,820;8;637;94;4;531
;;;;;;PS2;1,820;16;637;79;3;539
;;;;21113;Chigumula Clinic;PS1;3,293;12;563;167;1;383
;;;;;;PS2;3,293;3;572;173;4;392
;;;;;;PS3;3,293;14;587;179;3;391
;;;;;;PS4;3,293;2;555;171;0;382
;;;Misesa;21114;Chigumula School;PS1;3,594;15;559;217;3;324
;;;;;;PS2;3,594;5;591;242;2;342
;;;;;;PS3;3,594;5;599;257;5;332
;;;;;;PS4;3,594;10;573;230;4;329
;;;;21115;Chiwembe MHC Offices;PS1;3,976;6;686;407;3;270
;;;;;;PS2;3,976;4;680;365;3;308
;;;;;;PS3;3,976;4;703;415;1;283
;;;;;;PS4;3,976;4;666;375;1;286
;;;;21116;Kapeni Demonstration sch;PS1;10,081;2;593;263;1;327
;;;;;;PS2;10,081;0;599;303;5;291
;;;;;;PS3;10,081;2;569;237;5;325
;;;;;;PS4;10,081;6;602;265;2;329
;;;;;;PS5;10,081;6;612;286;2;318
;;;;;;PS6;10,081;7;629;240;2;380
;;;;;;PS7;10,081;0;581;235;3;343
;;;;;;PS8;10,081;1;596;277;2;316
;;;;;;PS9;10,081;2;598;291;3;302
;;;;;;PS10;10,081;5;586;283;0;298
;;;;;;PS11;10,081;4;579;248;1;326
;;;;21117;Misesa School;PS1;4,033;2;546;278;1;265
;;;;;;PS2;4,033;1;564;298;1;264
;;;;;;PS3;4,033;7;559;242;1;309
;;;;;;PS4;4,033;6;577;293;3;275
;;;;;;PS5;4,033;1;591;309;4;277
;;;;21118;Namame School;PS1;4,565;0;579;233;2;344
;;;;;;PS2;4,565;5;550;237;5;303
;;;;;;PS3;4,565;3;597;231;4;359
;;;;;;PS4;4,565;4;558;235;2;317
;;;;;;PS5;4,565;4;560;216;1;339
;;;;21119;Limbe CDSS;PS1;2,639;0;611;314;4;293
;;;;;;PS2;2,639;0;623;332;0;291
;;;;;;PS3;2,639;11;615;321;2;281
;Blantyre City West;;Chigwaja;21131;Manyowe Clinic;PS1;1,261;4;451;207;1;239
;;;;;;PS2;1,261;2;430;213;1;214
;;;;21132;Manyowe school;PS1;2,873;3;650;304;5;338
;;;;;;PS2;2,873;2;613;284;2;325
;;;;;;PS3;2,873;3;634;319;2;310
;;;;21133;Mitsidi school;PS1;1,156;4;324;76;2;242
;;;;;;PS2;1,156;3;335;79;4;249
;;;;21134;Nancholi school;PS1;1,703;0;515;178;2;335
;;;;;;PS2;1,703;5;490;194;4;287
;;;;21135;Sigerege Primary School;PS1;3,135;3;465;240;1;221
;;;;;;PS2;3,135;6;491;241;2;242
;;;;;;PS3;3,135;1;521;222;5;293
;;;;;;PS4;3,135;4;494;252;7;231
;;;;21136;Chigwaja School;PS1;1,095;1;271;127;5;138
;;;;;;PS2;1,095;3;255;108;6;138
;;;;21193;Milo School;PS1;529;5;381;152;3;221
;;;Blantyre City;21124;Blantyre Tax office;PS1;9,796;1;723;507;3;212
;;;Central;;;PS2;9,796;1;721;522;1;197
;;;;;;PS3;9,796;4;728;495;2;227
;;;;;;PS4;9,796;3;710;518;1;188
;;;;;;PS5;9,796;3;717;518;3;193
;;;;;;PS6;9,796;0;693;469;2;222
;;;;;;PS7;9,796;4;709;533;3;169
;;;;;;PS8;9,796;2;738;518;2;216
;;;;;;PS9;9,796;3;692;497;3;189
;;;;;;PS10;9,796;5;738;515;2;216
;;;;21125;Chilomoni LEA;PS1;3,750;2;670;504;0;164
;;;;;;PS2;3,750;3;680;502;1;174
;;;;;;PS3;3,750;4;706;516;2;184
;;;;;;PS4;3,750;3;669;462;2;202
;;;;21126;Namiwawa School;PS1;1,887;6;718;520;3;189
;;;;;;PS2;1,887;1;721;488;4;228
;;;;21127;Nancholi Clinic;PS1;3,943;3;634;311;2;318
;;;;;;PS2;3,943;10;657;303;4;340
;;;;;;PS3;3,943;5;664;301;1;357
;;;;;;PS4;3,943;19;635;283;3;330
;;;Chilomoni;21128;Likhubula School;PS1;2,618;4;552;291;5;252
;;;;;;PS2;2,618;1;577;292;2;282
;;;;;;PS3;2,618;5;582;319;2;256
;;;;21129;Mulunguzi School;PS1;5,890;4;644;439;1;200
;;;;;;PS2;5,890;6;631;386;0;239
;;;;;;PS3;5,890;3;654;436;0;215
;;;;;;PS4;5,890;2;648;424;1;221
;;;;;;PS5;5,890;2;641;415;3;221
;;;;;;PS6;5,890;7;624;366;2;249
;;;;21130;Chilomoni Catholic School;PS1;2,837;3;672;438;2;229
;;;;;;PS2;2,837;3;690;446;2;239
;;;;;;PS3;2,837;6;678;469;3;200
;Blantyre Kabula;;Mbayani;21137;Mbayani Primary School;PS1;10,890;5;614;264;4;341
;;;;;;PS2;10,890;2;631;300;4;325
;;;;;;PS3;10,890;3;569;240;4;322
;;;;;;PS4;10,890;5;604;256;6;337
;;;;;;PS5;10,890;5;649;339;3;302
;;;;;;PS6;10,890;3;591;255;2;331
;;;;;;PS7;10,890;5;624;281;2;336
;;;;;;PS8;10,890;2;639;294;5;338
;;;;;;PS9;10,890;1;626;301;3;321
;;;;;;PS10;10,890;16;608;252;3;337
;;;;;;PS11;10,890;4;630;293;2;331
;;;;21138;Chemusa Assemblies Pvt Sch;PS1;7,594;2;626;325;0;299
;;;;;;PS2;7,594;7;614;316;3;288
;;;;;;PS3;7,594;4;602;310;3;285
;;;;;;PS4;7,594;3;623;337;2;281
;;;;;;PS5;7,594;6;616;288;2;320
;;;;;;PS6;7,594;4;662;381;2;275
;;;;;;PS7;7,594;6;622;331;3;282
;;;;;;PS8;7,594;4;664;342;6;312
;;;;21195;Mbayani II School;PS1;2,762;6;548;273;1;268
;;;;;;PS2;2,762;3;546;248;4;291
;;;;;;PS3;2,762;3;540;246;2;289
;;;Michiru;21139;Chirimba School;PS1;15,315;0;589;298;2;289
;;;;;;PS2;15,315;3;641;403;4;231
;;;;;;PS3;15,315;1;618;361;4;252
;;;;;;PS4;15,315;4;547;273;3;267
;;;;;;PS5;15,315;0;590;295;6;289
;;;;;;PS6;15,315;3;622;329;2;288
;;;;;;PS7;15,315;4;644;393;3;244
;;;;;;PS8;15,315;0;601;343;4;254
;;;;;;PS9;15,315;2;595;310;3;280
;;;;;;PS10;15,315;5;602;284;1;312
;;;;;;PS11;15,315;1;613;349;3;260
;;;;;;PS12;15,315;2;644;371;2;269
;;;;;;PS13;15,315;6;653;378;2;267
;;;;;;PS14;15,315;2;594;304;3;285
;;;;;;PS15;15,315;4;628;330;4;290
;;;;;;PS16;15,315;5;587;276;4;302
;;;;21140;Namatete School;PS1;7,712;2;591;322;6;261
;;;;;;PS2;7,712;2;569;302;3;262
;;;;;;PS3;7,712;4;545;271;6;264
;;;;;;PS4;7,712;3;605;350;5;247
;;;;;;PS5;7,712;8;596;282;5;301
;;;;;;PS6;7,712;3;627;354;3;267
;;;;;;PS7;7,712;2;562;298;3;259
;;;;;;PS8;7,712;6;572;315;3;248
;;;;21196;Mayera Junior School;PS1;3,811;6;500;242;7;245
;;;;;;PS2;3,811;7;508;227;5;269
;;;;;;PS3;3,811;3;566;275;4;284
