District Name;Constituency Name;;Ward Name;Centre Code;Centre Name;Polling Station;Number Of Registred Voters;Null And Void;Total Number Voted;"LAZARUS
CHAKWERA (MCP)";"PETER  DOMINICO SINOSI DRIVER
KUWANI (MMD)";"ARTHUR PETER
MUTHARIKA (DPP)"
;;;;07195;Chilanga School;PS1;2,221;10;557;486;7;54
;;;;;;PS2;2,221;7;547;479;2;59
;;;;;;PS3;2,221;5;556;511;1;39
;;;;07196;Lisasadzi School;PS1;1,294;3;482;427;3;49
;;;;;;PS2;1,294;2;466;422;2;40
;;;;07197;Chiphaso School;PS1;1,137;11;435;383;1;40
;;;;;;PS2;1,137;8;428;377;3;40
;;;;07198;Kamwala School;PS1;1,648;7;614;521;1;85
;;;;;;PS2;1,648;2;630;546;1;81
;;;;07199;Mkwayule School;PS1;984;4;727;671;1;51
;;;;07200;Kamono School;PS1;862;3;593;531;4;55
;;;;07201;Mankhaka School;PS1;1,147;1;413;378;1;33
;;;;;;PS2;1,147;2;411;378;0;31
;;;;07266;Chinguwo School;PS1;917;22;668;569;7;70
;;;;07267;Kauta School;PS1;531;8;405;374;1;22
;;;;07282;Mponda School;PS1;785;6;575;511;2;56
;;;Belere;07202;Kasungu RDP Office;PS1;2,757;2;665;538;6;119
;;;;;;PS2;2,757;2;680;545;3;130
;;;;;;PS3;2,757;7;674;540;1;126
;;;Chankhanga;07203;Kasungu ADD;PS1;2,723;5;539;440;4;90
;;;;;;PS2;2,723;1;575;474;0;100
;;;;;;PS3;2,723;8;583;484;1;90
;;;;;;PS4;2,723;4;141;123;0;14
;;;;07210;Chankhanga LEA School;PS1;3,007;2;556;411;1;142
;;;;;;PS2;3,007;3;533;410;0;120
;;;;;;PS3;3,007;2;568;426;1;139
;;;;;;PS4;3,007;1;543;425;3;114
;;;;07283;Kadowoke JP School;PS1;795;3;565;477;3;82
;;;Chimbuna;07204;Utd Apostolic God;PS1;1,236;2;458;290;1;165
;;;;;;PS2;1,236;2;463;287;1;173
;;;;07206;Chimbuna open ground;PS1;870;4;615;348;1;262
;;;Chitete;07205;Success Pvt School;PS1;1,309;1;482;327;1;153
;;;;;;PS2;1,309;5;470;326;0;139
;;;Chithiba;07211;Chithiba school;PS1;1,777;1;644;521;2;120
;;;;;;PS2;1,777;1;658;524;1;132
;;;;07284;St Helena  school;PS1;852;2;631;542;3;84
;;;;07285;Chiteyeye (open ground);PS1;1,320;1;485;376;2;106
;;;;;;PS2;1,320;1;461;368;1;91
;;;Bunda;07207;Kasungu LEA School;PS1;1,690;1;570;499;0;70
;;;;;;PS2;1,690;6;595;518;1;70
;;;;07286;Demonstration school;PS1;762;6;501;446;4;45
;;;;07287;Msawala school;PS1;937;5;668;586;1;76
;;;Kapalankhwazi;07208;Boma Primary School;PS1;2,238;2;573;432;2;137
;;;;;;PS2;2,238;3;552;429;2;118
;;;;;;PS3;2,238;1;544;416;0;127
;;;Kasalika;07209;Gonthi open ground;PS1;1,288;2;486;402;3;79
;;;;;;PS2;1,288;3;484;382;4;95
;;;;07288;Chilanga open ground;PS1;479;3;336;270;1;62
;;;Kabvunguti;07212;Kabvunguti School;PS1;1,792;3;647;568;1;75
;;;;;;PS2;1,792;2;647;590;0;55
;;;;07213;Linga Headquarters;PS1;834;4;636;510;2;120
;;;;07289;Faith school;PS1;757;1;538;444;0;93
Nkhotakota;Nkhotakota North East;;Liwaladzi;08025;Liwaladzi F.P. School;PS1;2,844;5;539;292;1;241
;;;;;;PS2;2,844;5;573;324;1;243
;;;;;;PS3;2,844;3;543;323;0;217
;;;;08026;Kabiza F.P. School;PS1;1,566;2;441;239;8;192
;;;;;;PS2;1,566;4;395;207;3;181
;;;;08027;Majiga F.P. School;PS1;1,736;0;405;279;0;126
;;;;;;PS2;1,736;2;409;256;2;149
;;;;08028;Mlala F.P. School;PS1;935;1;478;299;2;176
;;;;08029;Sanga J.P. School;PS1;671;3;289;139;3;144
;;;;08030;Chambwande F.P. School;PS1;993;4;568;302;4;258
;;;;08031;Bowa F.P. School;PS1;501;5;216;89;0;122
;;;;08032;Mpandawadothi J.P School;PS1;876;1;498;302;3;192
;;;;08035;Walemera F.P. School;PS1;916;3;485;379;2;101
;;;;08142;Mowe CDSS;PS1;1,056;0;258;180;2;76
;;;;;;PS2;1,056;1;294;189;4;100
;;;Bua;08033;Msenjere F.P. School;PS1;1,767;2;553;450;2;99
;;;;;;PS2;1,767;8;528;411;2;107
;;;;08034;Katimbila F.P. School;PS1;1,314;2;427;347;6;72
;;;;;;PS2;1,314;1;423;345;3;74
;;;;08036;Chizewo J.P. School;PS1;1,232;0;329;186;3;140
;;;;;;PS2;1,232;4;327;169;0;154
;;;;08037;Matumbi;PS1;1,091;3;210;108;1;98
;;;;;;PS2;1,091;4;213;109;1;99
;;;;08038;Chiphole;PS1;1,057;3;280;153;4;120
;;;;;;PS2;1,057;3;264;140;3;118
;;;;08039;Kalinda F.P. School;PS1;865;2;525;248;0;275
;;;;08040;Senjere J.P. School;PS1;1,419;1;336;218;2;115
;;;;;;PS2;1,419;3;383;221;6;153
;;;;08041;Msangu J.P. School;PS1;422;2;247;123;0;122
;;;;08042;Chipando J.P. School;PS1;1,046;5;334;231;3;95
;;;;;;PS2;1,046;3;332;240;0;89
;;;;08043;Khonde F.P. School;PS1;795;2;504;345;5;152
;;;;08044;Kamwala School;PS1;491;5;321;245;0;71
;Nkhotakota Central;;Mpondagaga;08045;Chilumba F.P. School;PS1;1,312;7;340;263;1;69
;;;;;;PS2;1,312;2;331;249;1;79
;;;;08046;Chombo F.P. School;PS1;1,677;12;536;463;0;61
;;;;;;PS2;1,677;8;527;433;3;83
;;;;08047;Lunga F.P. School;PS1;851;4;527;408;1;114
;;;;08048;Mwalawatongole F.P. Sch;PS1;1,158;3;377;328;0;46
;;;;;;PS2;1,158;3;353;305;0;45
;;;;08049;Lozi F.P. School;PS1;1,678;5;505;315;5;180
;;;;;;PS2;1,678;8;529;336;3;182
;;;;08050;Mnduluka F.P. School;PS1;1,087;6;314;217;3;88
;;;;;;PS2;1,087;2;312;191;4;115
;;;;08051;Mpondagaga F.P. School;PS1;1,463;4;442;307;4;127
;;;;;;PS2;1,463;2;431;300;2;127
;;;;08052;Kanyanje F. P. School;PS1;574;1;342;289;1;51
;;;;08053;Chankhokwe J.P. School;PS1;521;3;357;320;4;30
;;;;08054;Mtandira J.P. School;PS1;622;8;405;321;1;75
;;;;08055;Chanthomba F.P School;PS1;1,003;3;291;219;3;66
;;;;;;PS2;1,003;4;291;212;0;75
;;;;08056;Ngalatete J. P. School;PS1;416;0;188;136;4;48
;;;;08143;Thira/Ndira School;PS1;747;4;432;320;4;104
;;;;08144;Chilimani School;PS1;454;2;314;283;2;27
;;;Boma;08057;Kasamba F.P. School;PS1;723;10;455;340;3;102
;;;;08058;Kazizidi J.P. School;PS1;1,100;5;311;226;2;78
;;;;;;PS2;1,100;5;313;249;1;58
;;;;08059;Jalo F.P. School;PS1;1,962;3;608;429;4;172
;;;;;;PS2;1,962;7;580;427;5;141
;;;;08060;St Pauls School;PS1;1,878;3;644;537;2;102
;;;;;;PS2;1,878;1;623;531;1;90
;;;;08061;Nkhotakota Community Hall;PS1;2,770;9;749;606;2;132
;;;;;;PS2;2,770;5;610;501;1;103
;;;;;;PS3;2,770;0;626;510;1;115
;;;;08062;Wozi J.P. School;PS1;569;3;368;298;1;66
;;;;08063;Kaombe J.P. School;PS1;825;5;481;418;3;55
;;;;08064;Linga Comm.Day Sec Scho;PS1;3,293;2;549;455;1;91
;;;;;;PS2;3,293;4;567;440;2;121
;;;;;;PS3;3,293;0;564;446;0;118
;;;;;;PS4;3,293;1;536;417;0;118
;;;;08065;Chitenje J. P. School;PS1;1,101;0;343;263;3;77
;;;;;;PS2;1,101;1;346;259;3;83
;;;;08066;Kapata School;PS1;291;3;174;132;1;38
;;;;08145;Bauti Clinic;PS1;551;10;327;277;3;37
;Nkhotakota South;;Linga-Sani;08067;Linga F.P. School;PS1;1,858;3;667;510;0;154
;;;;;;PS2;1,858;5;645;493;3;144
;;;;08068;Chisoti F.P. School;PS1;1,835;8;525;380;1;136
;;;;;;PS2;1,835;7;497;340;3;147
;;;;08069;Chididi F.P. School;PS1;2,679;6;576;461;3;106
;;;;;;PS2;2,679;8;567;450;2;107
;;;;;;PS3;2,679;8;570;444;2;116
;;;;08070;Thale F.P. School;PS1;1,496;4;405;328;3;70
;;;;;;PS2;1,496;5;433;322;4;102
;;;;08071;Kayadzi School;PS1;1,417;2;390;336;0;52
;;;;;;PS2;1,417;6;401;347;1;47
;;;;08072;Nkhotakota L.E.A. School;PS1;2,758;6;551;421;3;121
;;;;;;PS2;2,758;6;569;441;1;121
;;;;;;PS3;2,758;8;584;433;3;140
;;;;;;PS4;2,758;8;67;54;0;5
;;;;08073;Chipwatu F.P. School;PS1;1,233;5;383;292;0;86
;;;;;;PS2;1,233;5;368;300;0;63
;;;;08074;Chamalala School;PS1;1,715;6;507;403;3;95
;;;;;;PS2;1,715;1;491;402;3;85
;;;;08075;Sani F.P. School;PS1;1,145;8;387;353;1;25
;;;;;;PS2;1,145;19;395;347;1;28
;;;;08076;Mbandira RTC;PS1;1,021;4;330;238;0;88
;;;;;;PS2;1,021;2;347;236;2;107
;;;;08077;Chia F.P. School;PS1;2,092;21;456;314;3;118
;;;;;;PS2;2,092;2;449;320;0;127
;;;;;;PS3;2,092;6;451;330;2;113
;;;;08078;Kasamba CDSS;PS1;560;4;356;174;2;176
;;;;08079;Dambolaana J.P. School;PS1;1,044;6;278;233;0;39
;;;;;;PS2;1,044;5;274;229;3;37
;;;;08080;Chandiya F. P. School;PS1;1,258;7;379;280;8;84
;;;;;;PS2;1,258;2;389;295;1;91
;;;;08081;Dzikondilonse F. P. School;PS1;956;4;547;457;6;80
;;;;08082;Thale II School;PS1;857;7;475;423;0;45
;;;;08087;Chikalango J.P. School;PS1;944;4;583;515;4;60
;;;;08098;Mkazimasika J. P. School;PS1;1,204;6;365;296;1;62
;;;;;;PS2;1,204;6;356;300;1;49
;;;;08146;Nkhotakota CCAP School;PS1;1,248;1;430;366;2;61
;;;;;;PS2;1,248;4;436;365;1;66
;;;Mpama;08083;Mpamantha F.P. School;PS1;1,595;6;461;400;2;53
;;;;;;PS2;1,595;2;438;366;1;69
;;;;08084;Chipelera School;PS1;1,426;8;421;384;4;25
;;;;;;PS2;1,426;4;477;437;5;31
;;;;08085;Mapala F.P. School;PS1;1,672;4;452;376;3;69
;;;;;;PS2;1,672;5;472;384;2;81
;;;;08086;Chikwawe F.P. School;PS1;1,437;9;316;264;5;38
;;;;;;PS2;1,437;4;331;276;4;47
;;;;08088;Malowa F.P. School;PS1;1,026;2;270;234;1;33
;;;;;;PS2;1,026;7;296;252;2;35
;;;;08089;Mtaya Primary School;PS1;1,547;3;384;346;0;35
;;;;;;PS2;1,547;5;437;386;3;43
;;;;08090;Kauye J.P. School;PS1;395;1;269;248;0;20
;;;;08091;Ndondongwe F.P. School;PS1;1,130;6;292;205;3;78
;;;;;;PS2;1,130;29;287;170;4;84
;;;;08092;Mphandamadzi F.P. School;PS1;972;5;604;564;4;31
;;;;08093;Mpalowafisi F.P. School;PS1;371;1;276;241;0;34
;;;;08094;Tandwe F. P. School;PS1;478;1;310;281;3;25
;;;;08095;Mndilasadzu J.P. School;PS1;574;4;355;335;0;16
;;;;08096;Mthila J. P. School;PS1;453;2;311;303;0;6
;;;;08097;Kasiya J.P. School;PS1;452;3;284;264;3;14
;;;;08099;Chantondo J. P. School;PS1;576;3;385;364;1;17
;;;;08147;Dzanika School;PS1;322;1;217;202;0;14
;;;;08148;Milimbo School;PS1;904;9;429;350;5;65
;Nkhotakota South East;;Mtosa;08100;Chongole F.P. School;PS1;1,091;3;348;292;2;51
;;;;;;PS2;1,091;2;342;294;3;43
;;;;08101;Mkaika F.P. School;PS1;2,470;7;465;383;2;73
;;;;;;PS2;2,470;5;454;373;0;76
;;;;;;PS3;2,470;5;465;380;3;77
;;;;08102;Khwapu F.P. School;PS1;1,457;10;374;267;5;92
;;;;;;PS2;1,457;5;348;226;1;116
;;;;08103;Chakaka F.P. School;PS1;2,787;0;555;501;1;53
;;;;;;PS2;2,787;7;553;494;1;51
;;;;;;PS3;2,787;2;513;449;0;62
;;;;08104;Muyande F.P. School;PS1;1,686;7;582;529;2;44
;;;;;;PS2;1,686;9;594;518;2;65
;;;;08105;Kasipa F.P. School;PS1;1,451;2;452;430;3;17
;;;;;;PS2;1,451;5;434;398;0;31
;;;;08106;Matamangwe F.P. School;PS1;2,422;2;392;265;2;123
;;;;;;PS2;2,422;2;366;225;2;137
;;;;;;PS3;2,422;4;369;249;6;110
;;;;08107;Phakwe F.P. School;PS1;1,718;6;494;406;7;75
;;;;;;PS2;1,718;9;486;387;7;83
;;;;08108;Chibothera F.P. School;PS1;744;6;460;400;1;53
;;;;08109;Mtambwadzi School;PS1;572;5;350;314;4;27
;;;;08110;Bangwe School;PS1;506;4;256;232;0;20
;;;;08111;Natiyi School;PS1;581;6;337;294;2;35
;;;;08112;Mkhula F.P. School;PS1;2,605;8;529;418;4;99
;;;;;;PS2;2,605;10;543;430;6;97
;;;;;;PS3;2,605;6;526;411;2;107
;;;;08113;Mtendere F.P. School;PS1;978;1;470;359;4;106
;;;;08114;Namvuu J.P. School;PS1;1,466;9;402;317;1;75
;;;;;;PS2;1,466;1;421;341;3;76
;;;;08115;Chinkhwamba J.P Sch;PS1;1,239;6;372;309;3;54
;;;;;;PS2;1,239;6;362;303;3;50
;;;;08116;Kangamowa J.P. School;PS1;517;4;340;325;2;9
;;;;08117;Saliona FP School;PS1;724;5;450;419;4;22
;;;;08118;Takumana School;PS1;420;6;295;260;1;28
;;;;08119;Msamala School;PS1;1,231;4;357;277;3;73
;;;;;;PS2;1,231;3;369;272;6;88
;;;;08120;Mwalawambira School;PS1;746;4;480;407;2;67
;;;;08121;Mkumbaleza School;PS1;1,078;6;356;323;1;26
;;;;;;PS2;1,078;21;359;316;0;22
;;;;08122;Chanchenga School;PS1;426;15;262;219;1;27
;;;;08123;Kachola School;PS1;812;8;497;445;2;42
;;;;08127;Katonya School;PS1;703;1;427;394;1;31
;;;;08149;Chambidzi School;PS1;432;2;283;255;3;23
;;;Kasangadzi;08124;Kasangadzi F.P. School;PS1;2,203;3;517;490;1;23
;;;;;;PS2;2,203;5;505;472;3;25
;;;;;;PS3;2,203;15;510;471;1;23
;;;;08125;Chamalire F.P. School;PS1;1,068;3;396;374;3;16
;;;;;;PS2;1,068;2;371;358;2;9
;;;;08126;Nyenje School;PS1;690;6;430;396;1;27
;;;;08128;Liudzi F.P. School;PS1;874;1;549;518;3;27
;;;;08129;Nambale F.P. School;PS1;731;1;440;410;4;25
;;;;08130;Namsongole J.P. School;PS1;506;5;334;301;4;24
;;;;08131;Mpata J.P. School;PS1;581;2;331;302;3;24
;;;;08132;Chawola CBO;PS1;571;1;440;422;2;15
;;;;08133;Kanjiwa School;PS1;750;4;556;527;0;25
;;;;08134;Chiondo F.P. School;PS1;801;9;533;475;3;46
;;;;08135;Mndale School;PS1;468;1;309;291;2;15
;;;;08150;Katope School;PS1;535;1;373;353;3;16
;Nkhotakota North;;Kasitu;08001;Kasitu F.P. School;PS1;2,040;1;256;222;2;31
;;;;;;PS2;2,040;1;281;232;2;46
;;;;;;PS3;2,040;7;283;218;5;53
;;;;08002;Dwambazi F.P. School;PS1;1,881;5;480;317;3;155
;;;;;;PS2;1,881;3;471;358;4;106
;;;;08003;Lupachi F.P. School;PS1;736;1;453;323;5;124
;;;;08004;Chigumukire F.P. School;PS1;1,263;0;298;231;0;67
;;;;;;PS2;1,263;3;297;247;1;46
;;;;08005;Chimgonda F.P. School;PS1;624;1;220;122;6;91
;;;;08006;Khuyu School;PS1;1,119;3;198;140;2;53
;;;;;;PS2;1,119;2;199;140;3;54
;;;;08007;Kazomba School;PS1;409;1;257;204;6;46
;;;;08136;Mpongozipita School;PS1;494;7;219;183;2;27
;;;;08137;Chaboli School;PS1;467;2;293;259;5;27
;;;;08138;Mtetezga School;PS1;335;2;120;86;4;28
;;;Nkhunga;08008;Kanyenda F.P. School;PS1;5,006;1;398;253;2;142
;;;;;;PS2;5,006;0;389;262;1;126
;;;;;;PS3;5,006;1;401;281;1;118
;;;;;;PS4;5,006;3;384;252;1;128
;;;;;;PS5;5,006;4;402;294;2;102
;;;;;;PS6;5,006;2;399;251;2;144
;;;;08009;Dema School;PS1;1,375;4;257;177;1;75
;;;;;;PS2;1,375;1;201;146;1;53
;;;;08010;Ngala F.P. School;PS1;1,792;0;280;224;1;55
;;;;;;PS2;1,792;1;297;231;1;64
;;;;08011;Matiki F.P. School;PS1;4,293;1;533;341;2;189
;;;;;;PS2;4,293;2;484;270;3;209
;;;;;;PS3;4,293;2;522;320;3;197
;;;;;;PS4;4,293;1;539;344;4;190
;;;;;;PS5;4,293;2;476;280;3;191
;;;;08012;Chidebwe F.P. School;PS1;830;7;431;335;3;86
;;;;08013;Kaongozi F.P. School;PS1;893;6;410;351;0;53
;;;;08014;Chinkhuti J.P. School;PS1;631;0;291;251;0;40
;;;;08015;Chigunda F.P. School;PS1;1,029;0;202;171;2;29
;;;;;;PS2;1,029;1;208;169;3;35
;;;;08016;Luluzi F.P. School;PS1;585;1;203;152;3;47
;;;;08017;Maliwa F.P. School;PS1;1,181;4;269;155;2;108
;;;;;;PS2;1,181;2;274;172;1;99
;;;;08018;Ukasi F.P. School;PS1;1,564;2;408;211;2;193
;;;;;;PS2;1,564;0;394;179;1;214
;;;;08019;Nyamvuu F.P. School;PS1;2,389;2;354;188;2;162
;;;;;;PS2;2,389;0;381;207;3;171
;;;;;;PS3;2,389;2;346;200;0;144
;;;;08020;Chipanga  School;PS1;967;4;325;206;3;112
;;;;08021;Chauma School;PS1;577;2;86;44;1;39
;;;;08022;Kapuku J.P. School;PS1;693;1;328;265;2;60
;;;;08023;Dwangwa J. P. School;PS1;5,197;4;513;326;1;182
;;;;;;PS2;5,197;2;468;281;0;185
;;;;;;PS3;5,197;2;478;309;1;166
;;;;;;PS4;5,197;5;490;278;1;206
;;;;;;PS5;5,197;2;521;329;2;188
;;;;;;PS6;5,197;5;469;287;2;175
;;;;08024;Mtupi School;PS1;1,999;2;339;206;2;129
;;;;;;PS2;1,999;0;347;217;3;127
;;;;08139;Chasato school;PS1;518;1;230;167;3;59
;;;;08140;Chivumu Schools;PS1;650;2;318;282;3;31
;;;;08141;Kanyala Schools;PS1;320;4;137;103;3;27
Ntchisi;Ntchisi East;;Katete- Thumba;09001;Mpamila School;PS1;677;6;544;528;4;6
;;;;09002;Kasakula School;PS1;1,501;1;557;539;1;16
;;;;;;PS2;1,501;6;571;553;0;12
;;;;09003;Chimbindu CBCC;PS1;683;6;538;474;4;54
;;;;09004;Chikho II School;PS1;1,188;6;411;364;5;36
;;;;;;PS2;1,188;6;404;366;1;31
;;;;09005;Pondani School;PS1;1,224;2;501;483;3;13
;;;;;;PS2;1,224;26;467;425;2;14
;;;;09006;"Chazim""bobo School";PS1;584;3;400;370;7;20
;;;;09007;Nadzomba School;PS1;787;9;558;514;4;31
;;;;09008;Chaola School;PS1;461;2;366;356;0;8
;;;;09009;Chafumbwa School;PS1;1,274;5;385;365;4;11
;;;;;;PS2;1,274;8;386;368;1;9
;;;;09010;Katete School;PS1;1,036;1;373;361;2;9
;;;;;;PS2;1,036;5;357;330;5;17
;;;;09030;Mlambe School;PS1;640;5;484;456;3;20
;;;Kalira- Masamba;09012;Katope School;PS1;732;12;550;524;0;14
;;;;09013;Chinthembwe School;PS1;1,168;1;442;424;1;16
;;;;;;PS2;1,168;5;407;390;0;12
;;;;09014;Chibweya School;PS1;1,454;2;480;438;6;34
;;;;;;PS2;1,454;5;486;433;1;47
;;;;09015;Kalira I School;PS1;1,313;2;489;468;4;15
;;;;;;PS2;1,313;7;516;480;3;26
;;;;09016;Chimwala School;PS1;1,256;3;446;418;0;25
;;;;;;PS2;1,256;3;434;416;1;14
;;;;09017;Ndendere School;PS1;884;5;659;632;2;20
;;;;09018;Malindi School;PS1;417;4;277;254;1;18
;;;;09019;Nyanga School;PS1;930;7;605;579;3;16
;;;;09020;Kafamtandala School;PS1;793;17;559;508;4;30
;;;;09021;Chitawo School;PS1;512;5;374;347;2;20
;;;;09022;Msinda School;PS1;671;0;506;502;0;4
;;;;09023;Kambadzo School;PS1;1,146;16;402;365;1;20
;;;;;;PS2;1,146;5;394;367;3;19
;;;;09024;Kayuwi School;PS1;551;7;335;318;0;10
;;;;09025;Mikwala School;PS1;618;2;443;410;3;28
;;;;09026;Kalira II School;PS1;687;3;553;536;3;11
;;;;09027;Chambawala School;PS1;689;7;522;498;2;15
;;;;09028;Ndevu School;PS1;776;11;481;420;8;42
;;;;09029;Chamthiko School;PS1;423;5;302;265;3;29
;Ntchisi North;;Kamlenje;09066;Malambo School;PS1;1,564;5;593;570;3;15
;;;;;;PS2;1,564;3;578;556;2;17
;;;;09067;Chipwapwata School;PS1;1,265;0;477;465;1;11
;;;;;;PS2;1,265;1;451;431;1;18
;;;;09068;Masokole School;PS1;1,538;4;509;461;5;39
;;;;;;PS2;1,538;12;523;463;6;42
;;;;09069;Msolokera School;PS1;1,243;0;444;422;1;21
;;;;;;PS2;1,243;5;443;431;1;6
;;;;09070;Sopani School;PS1;1,306;3;461;436;2;20
;;;;;;PS2;1,306;11;472;437;3;21
;;;;09071;Chikusa School;PS1;1,342;4;460;443;3;10
;;;;;;PS2;1,342;5;456;446;1;4
;;;;09072;Mkanile School;PS1;1,394;4;506;489;0;13
;;;;;;PS2;1,394;2;494;468;7;17
;;;;09073;Mwinama School;PS1;1,438;0;576;540;2;34
;;;;;;PS2;1,438;4;516;467;2;43
;;;;09074;Dete School;PS1;750;1;558;526;2;29
;;;;09075;Mbomba P. School;PS1;1,016;1;348;338;1;8
;;;;;;PS2;1,016;5;352;339;0;8
;;;;09076;Kabumba School;PS1;970;11;682;623;5;43
;;;;09120;Mitondo School;PS1;987;6;729;695;4;24
;;;Chimbwadzi;09077;Mpalo School;PS1;1,103;5;403;374;1;23
;;;;;;PS2;1,103;5;378;355;2;16
;;;;09078;Malomo School;PS1;2,618;3;637;606;0;28
;;;;;;PS2;2,618;1;613;580;2;30
;;;;;;PS3;2,618;0;618;583;0;35
;;;;09079;Chakulanjala School;PS1;873;6;622;600;5;11
;;;;09080;Mankhaka School;PS1;1,141;7;390;369;0;14
;;;;;;PS2;1,141;1;405;391;1;12
;;;;09081;Chalundu School;PS1;914;0;619;593;0;26
;;;;09082;Zaoneka School;PS1;615;8;402;369;1;24
;;;;09083;Mawiri Primary School;PS1;723;6;552;525;4;17
;;;;09084;Kanyulunyulu School;PS1;1,415;1;505;488;5;11
;;;;;;PS2;1,415;2;452;426;1;23
;;;;09085;Chikhota School;PS1;1,033;1;358;331;4;22
;;;;;;PS2;1,033;2;332;303;0;27
;;;;09086;Chandawe School;PS1;966;6;561;520;3;32
;;;;09087;Kaombe School;PS1;76;2;54;49;0;3
;;;;09088;Chasolo School;PS1;737;21;543;504;1;17
;;;;09089;Mawiri CDSS;PS1;568;2;421;405;0;14
;;;;09090;Mtambalala School;PS1;955;4;694;650;7;33
;;;;09091;Chamwazi School;PS1;650;3;396;364;0;29
;;;;09092;Mvumo School;PS1;1,209;1;441;420;0;20
;;;;;;PS2;1,209;4;415;387;3;21
;;;;09093;Chankhala School;PS1;654;3;440;430;3;4
;;;;09094;Sambainfa School;PS1;956;6;688;654;0;28
;;;;09095;Kasamba School;PS1;771;4;494;471;1;18
;;;;09096;Msanduliza School;PS1;499;2;380;364;2;12
;;;;09121;Mtuwanjobvu II School;PS1;589;3;397;359;1;34
;;;;09122;Mtambo School;PS1;618;5;438;424;2;7
;Ntchisi North East;;Langa;09097;Kayoyo School;PS1;688;5;499;461;1;32
;;;;09098;Sambakusi School;PS1;813;17;619;548;2;52
;;;;09099;Kwezani School;PS1;1,022;3;413;389;2;19
;;;;;;PS2;1,022;6;385;362;1;16
;;;;09100;Mtuwanjobvu School;PS1;842;4;596;564;2;26
;;;;09101;Vikula School;PS1;599;5;454;410;5;34
;;;;09102;Chamndulu School;PS1;663;3;507;487;2;15
;;;;09103;Kanolo School;PS1;454;3;343;315;1;24
;;;;09104;Mjima School;PS1;418;1;322;303;5;13
;;;;09105;Bunda School;PS1;362;4;284;271;2;7
;;;Mtsiro;09106;Msumba School;PS1;721;9;544;479;0;56
;;;;09107;Mtengela School;PS1;763;21;550;489;0;40
;;;;09108;Mtsiro School;PS1;632;2;452;394;2;54
;;;;09109;Mpheza School;PS1;770;2;612;569;5;36
;;;;09110;Champhoyo School;PS1;907;15;656;614;2;25
;;;;09111;Muuta School;PS1;315;0;233;213;0;20
;;;;09112;Chikhala School;PS1;831;6;579;544;5;24
;;;;09113;Chanjoka School;PS1;556;6;420;378;5;31
;;;;09114;Katunthama School;PS1;365;3;237;169;3;62
;;;;09115;Kalonga School;PS1;271;9;192;167;0;16
;;;;09116;Chansembe School;PS1;350;4;249;219;3;23
;;;;09117;Chididi School;PS1;393;2;262;238;1;21
;;;;09123;Mankhanga CBCC;PS1;602;2;445;413;2;28
;Ntchisi South;;Bawala;09031;Mpherere School;PS1;1,952;7;735;707;1;20
;;;;;;PS2;1,952;7;740;706;3;24
;;;;09032;Chiwaliwali School;PS1;1,858;7;712;692;2;11
;;;;;;PS2;1,858;4;691;675;3;9
;;;;09033;Kanyenda School;PS1;2,033;3;492;477;2;10
;;;;;;PS2;2,033;1;481;478;0;2
;;;;;;PS3;2,033;2;509;495;1;11
;;;;09034;Chorwe School;PS1;1,914;3;730;707;3;17
;;;;;;PS2;1,914;4;743;723;2;14
;;;;09035;Nyalabvu School;PS1;1,745;6;614;599;1;8
;;;;;;PS2;1,745;13;626;605;0;8
;;;;09036;Makanda School;PS1;2,772;4;725;706;1;14
;;;;;;PS2;2,772;4;738;715;1;18
;;;;;;PS3;2,772;4;706;685;2;15
;;;;09037;Ng'ombe School;PS1;1,777;2;649;630;1;16
;;;;;;PS2;1,777;4;661;635;2;20
;;;;09038;Kaulatsitsi School;PS1;1,648;3;599;584;1;11
;;;;;;PS2;1,648;4;609;593;2;10
;;;;09039;Gwangwa School;PS1;1,723;2;645;627;2;14
;;;;;;PS2;1,723;1;637;622;2;12
;;;;09040;Mbuyedziko School;PS1;1,357;5;542;525;1;11
;;;;;;PS2;1,357;0;546;538;3;5
;;;;09041;Mkhuzi School;PS1;1,340;6;505;488;2;9
;;;;;;PS2;1,340;7;509;492;3;7
;;;;09042;Kawaza School;PS1;1,178;8;438;413;4;13
;;;;;;PS2;1,178;0;456;444;0;12
;;;;09043;Phuye I School;PS1;775;7;520;497;2;14
;;;;09044;Kapombe School;PS1;831;7;621;593;1;20
;;;;09045;Mshangano School;PS1;1,712;4;691;677;0;10
;;;;;;PS2;1,712;2;684;671;2;9
;;;;09046;Mingu School;PS1;1,359;2;491;482;1;6
;;;;;;PS2;1,359;1;476;463;2;10
;;;;09047;Chisanja School;PS1;1,501;5;571;551;0;15
;;;;;;PS2;1,501;2;566;547;2;15
;;;;09048;Madzimayera School;PS1;1,497;0;616;605;3;8
;;;;;;PS2;1,497;2;590;582;1;5
;;;;09049;Kalema School;PS1;1,767;4;658;626;7;21
;;;;;;PS2;1,767;6;678;635;2;35
;;;;09060;Mphaza School;PS1;599;1;490;479;0;10
;;;Masangano;09050;Ntchisi LEA School;PS1;3,875;5;743;686;0;52
;;;;;;PS2;3,875;4;753;682;3;64
;;;;;;PS3;3,875;3;709;624;2;80
;;;;;;PS4;3,875;9;746;649;5;83
;;;;09051;Kamsonga School;PS1;2,212;5;580;548;0;27
;;;;;;PS2;2,212;5;567;547;0;15
;;;;;;PS3;2,212;4;536;502;3;27
